text,target,prediction
its horribly gloomy out rn and im flourishing,"disgust,fear,sadness",sadness
i love # tattoos but seriously # justtattooofus that's just # revenge & amp ; it's # permanent for life not sure it's worth the # 5mins of fame : thinking _ face :,anger,joy
yo what kind of person just drops gum in the ground when you could throw it into the trees and not get it on my shoe?!?!,"anger,disgust,sadness",anger
"music is so empowering. it can literally bring people tears, smiles, laughter, and so many emotions","joy,love",joy
pumping gas at 3 : 16am # miserable # insomnia,"anger,fear,sadness",sadness
@ sseunjacks you're so mean. why retweet bulalo and turon? now im craving and hungry. bad girl. : loudly _ crying _ face :,"anger,anticipation,disgust,sadness",anger
"stated at home the whole day, no eat, no enough sleep, chest and body aching. : sad _ but _ relieved _ face :","disgust,sadness",sadness
@ safaricomltd am in dire need of my 1gb,anticipation,sadness
roses are pine green buttercups are aliceblue sugar is sweet and so on,"joy,optimism",joy
"@ ghibiiyoongi happy birthday love!! : party _ popper : : wrapped _ gift : i hope you're having the best day, i'm glad we met : two _ hearts :","joy,love",joy
soooo @ issarae we need longer episodes : folded _ hands _ medium _ skin _ tone : : folded _ hands _ medium _ skin _ tone : : tired _ face : : tired _ face : # insecure,"anticipation,fear,sadness",sadness
i'll never delete someone off facebook. it gives them a satisfaction that someone intimidated and i most certainly am not.,"anticipation,optimism",
"colleague :'shall i learn to code?'me :'are you ready to spend years swinging between boredom, fear and anxiety?'coll. : '...'me :'i know... '","disgust,fear",fear
"one arm around my waist, hand down my crouch to pull me towards yourself with. you behind my back, jeans around your ankles you inside","joy,love",
@ patrickcafila september? really? : crying _ face :,"pessimism,sadness,surprise",sadness
party tattoos by dodie has become my cheer up song : sparkles :,"joy,optimism",joy
"@ puddlespityp witnessed # totality, overcome with insane awe & amp ; emotion. son equated to witnessing your talent. # hegetsit # cry # eclipse2017","joy,optimism,sadness",joy
tell me where i am wrong plz. i am furious tbh. @ ondrapaul @ cover _ shadow. plz tell me what if they reuse to buy him after two years.,"anger,disgust,sadness",anger
"we must accept finite disappointment, but we must never lose infinite hope. - martin luther king jr. # hope # disappointment","optimism,sadness",sadness
"@ real _ age i am so stressed today i have time so if they drop it, it would be so nice. : crying _ face :","fear,sadness",sadness
so i now have 3 pairs of shit arsehole neighbours ; any advice? # noisy # norespect # bigbuilding # awful # killinginthenameof,"anger,disgust",anger
make her burst into laughter bcs of you.,joy,joy
i went so deep into my thoughts that i started shaking. i real deal upset myself to that point of anxiousness.,"anticipation,fear,pessimism,sadness",fear
@ ananavarro i don't even read the news anymore is to depressing,"disgust,pessimism,sadness",sadness
you've wondered why they seek happiness inside. # cheerful,"joy,optimism,surprise",joy
@ daiyantrisha then dont disappoint them : face _ with _ tears _ of _ joy :,sadness,optimism
an early night for me love you,"joy,love,optimism",joy
"@ lordeworldru @ lordelive ur so welcome buddy, u kids were awesome : face _ blowing _ a _ kiss :","joy,love,optimism,trust",joy
@ tonyposnanski putin told him not to. # heylookatthedistraction,disgust,anger
it takes sadness to know happiness absence to value presence,"optimism,sadness",sadness
"@ simon _ schama as a lifelong democrat, can't say how much it angers and saddens me that the party of lincoln and reagan has sunk to this.","anger,sadness",
"are you # different?! don't be # afraid, just keep # calm and be what you are : )","fear,optimism",optimism
this officer is a hero! : clapping _ hands : # dogs _ of _ instagram # adorable # doglovers,"joy,love",joy
"yeah i might look weak when i forgive, but you know what? i pity more on those who hold the rage, hatred & amp ; revenge inside.","anger,disgust",anger
hello twitter! my next few tweets are going to be a bit gushy.... look away if you're feeling bilious!!!,"anger,joy",
@ mcdonaldsuk just went to burger king... 25p surcharge for using my card! outrageous! # unhappy,"anger,disgust,sadness",anger
cyclist slams breaks to pace it to traffic lights. i slam car breaks & amp ; tell him careful nearly ran him over = all the cussing # charming # bulwell,"anger,disgust,fear",anger
what's with that witch saying 2 popular youtubers are dating?! lol # laughter # mspdramaisoverparty,"anger,disgust,joy,surprise",joy
@ hunrakai are u going to see her in the airport? : grinning _ face _ with _ big _ eyes :,"anticipation,joy",joy
"the # eclipse is boring. check out @ mikeomearashow, or @ tperkshow, or @ robandjoeshow, or @ robbandkatie. these shows aren't boring.","anticipation,optimism",
@ borovvicka : face _ with _ tears _ of _ joy : : face _ with _ tears _ of _ joy : i love ur angry comments,"joy,love",joy
i was more happy and excited about mamapink's interactions with each other than i was about any of their wins i gtg,"joy,love,optimism",joy
"another cup of coffee with cookies and smart, intelligent, brilliant, the best # attorneysatlaw. what can i do? god made us! # happy","joy,optimism",joy
@ beckadlington always saddens me when marriage doesn't work. it's never helps when people get involved and start twisting things too..,sadness,sadness
"i don't want money. my wounds couldn't be healed with any amount of money. but there is a medicine. and that is my hatred, my resentment.","anger,disgust,sadness",anger
"you are mine, my baby, my headache, my love, my smile, my frown, my wrong, my right, my pain, my happiness, my everything.","joy,love,optimism,trust",joy
good morning. : red _ heart : start every # morning by waking up and thinking of the things you're # grateful for. : folded _ hands : # goodmorning,"joy,optimism",joy
' she's alway been an achiever'i feel like i'm not. # thoughts,"pessimism,sadness",sadness
@ globalintlrp not like that.. you said you wanna leave for a while and come back soon. i don't look for you bcs i'm afraid i'll annoy you..,"anger,anticipation,fear",anger
@ sueleibman just got an audition for a lead role in a # sagfilm # actor # moviestar # awesome # happy @ imdb # me # rt,"joy,optimism",joy
i think i have post gay weekend blues... so i bought a dildo : thumbs _ up _ light _ skin _ tone :,"anticipation,joy,sadness",joy
just enjoyed a delicious salad drenched in theon nectar's greek extra virgin olive oil – absolutely delicious!! mmmmm! # yummy # healthy,"joy,love,optimism,surprise,trust",joy
# sad # realdonaldtrump # faketweets : working hard to get the olympics for the united states ( l. a. ). stay tuned! # cnn,sadness,sadness
"watching a training video with @ markproskills, in theory quality work, yet application was horrid and a product of poor coaching development","anger,anticipation,disgust,fear,sadness",disgust
bout to cry : loudly _ crying _ face : i just wanna sleep i hate this job : weary _ face :,"anger,disgust,sadness",sadness
received an award at work today.. doesn't mean i need to go up on stage... i'm good thanks. let me just do my work. # stagefright # shaking : flushed _ face :,"fear,joy",joy
i'm shaking in my boots now. the taffia are in full flow : face _ with _ tears _ of _ joy : : face _ with _ tears _ of _ joy :,"fear,joy,surprise,trust",joy
"@ responficient11 there would likely have been signs. but let her grieve. it's not your yen yen yen, after all.",sadness,sadness
i really want a fucking knife that i'm not afraid to use!,"anger,disgust",anger
@ quick13 i wish she were a servant! i'd have her start at my house by picking up the dog : pile _ of _ poo : in my back yard. # adorable!... # deplorable!,"anger,disgust,joy",
can't sleep!! maybe # worry!!!!!! or maybe i need to chang my pillow!! maybe..! : smirking _ face :,"fear,sadness",fear
a beautiful day starts with you being cheerful and letting the # joy of the # lord spring out of you & lt ; 3 nelly cruz,"joy,optimism",joy
omg this photo tho : face _ with _ tears _ of _ joy : anyways did we talked already?? i rarely see u on my tl : ( i hope we can be more close ily! : two _ hearts :,"joy,love,optimism,sadness",joy
so i'm pretty sure the @ indians are the mvp of the @ allstargame # defense # pitching,"anticipation,joy,optimism",joy
"i feel like i tried to do this one for sb nation once and my conclusion was'wait, actually, almost everybody is # mad # online '","anger,disgust,joy,sadness",anger
@ thegumsmile i know you readers this : grinning _ face _ with _ smiling _ eyes :,,joy
"finally its time, i have a cuppa n its time to watch what i already know will be an epic ep of game of thrones # bliss","joy,optimism",joy
can't pretend that i was perfect leaving you in fear # revenge : fire : : fire : : fire :,"anger,fear",fear
when you're leaving for work and your husband is still sound asleep in bed... : grinning _ face _ with _ sweat : can i just stay home?,"disgust,sadness",joy
see me smiling fuck u can't make u crying,"anger,disgust,joy,sadness",sadness
"@ highelfbitch & gt ; she strikes out again, a slap, then another, advancing, furious, spitting every word.'dosph'natha waela lotha ligrr lu'dos & gt ;","anger,disgust",anger
happy bday @ dineo _ jazzz. you legit the big sister i never had : relieved _ face : have an amazing day dude : folded _ hands _ medium _ skin _ tone :,"joy,love,trust",joy
jon snow is like a cat with 9 lives # gameofthrones,,joy
: pouting _ face : illegal parking : automobile : ( thread ),"anger,disgust,sadness",anger
@ impeach _ d _ trump i was wondering earlier how much npd rage has been slung at jr. because he's not as cocky as usual. lol hopefully a lot.,"anger,disgust",anger
you choose your mood on weather you're going to be a # blessing or be rude..,"anticipation,optimism",
"i still think of you just to check if it still hurts. yes, it does! : broken _ heart : # selenophile : relieved _ face : : relieved _ face : : relieved _ face :","pessimism,sadness",sadness
excellent customer service from @ ao this morning. thank you kharis for your help! # customerservice,"joy,love,optimism,surprise,trust",joy
happy 1 year anniversary to me & amp ; my shawty : red _ heart : : loudly _ crying _ face : : cherry _ blossom : it's been an amazing year together.,"joy,love,optimism",joy
"# pmdd symptoms : feelings of # sadness or # despair, or even thoughts of suicide.","pessimism,sadness",sadness
whether my glass is half empty or its half full. i'm just grateful i even have a glass and that there's something in it. # optimism : thinking _ face :,"joy,optimism",joy
that's not to be all depressing and suicidal ( although it could apply ) but i never had it in me to find a passion and stick to it.,"optimism,sadness",
"5, 877 # impressions over the last 24 hours. i've had an insightful # pleasure enlightening you all today, i hope i have been of # service. # usa","joy,love,optimism,trust",joy
"@ vspearson85 @ tjathurman i can do it too, though it also happens involuntarily when i'm really tired or really bored, which is irritating : s","anger,disgust,sadness",anger
"# trumprally : divisive, rude, incoherent. this man is truly insane. # terrifying # ridiculous i am an arizonan against trump.","anger,disgust",anger
"@ danabente well, thank you. sincerely : smiling _ face _ with _ smiling _ eyes :","joy,love",joy
why do liberal americans spend so much time crying? and when they aren't crying they're burning the us flag or protesting! embarrassing! : astonished _ face : : astonished _ face : : sneezing _ face : : sneezing _ face :,"anger,disgust,sadness",disgust
@ dngokingyok they are my hetero guilty pleasure : face _ with _ tears _ of _ joy :,joy,joy
12 pm reminder : you are ok. you are safe. don't panic. # anxiety # calm # panic,"fear,optimism",fear
the best # offense is sometimes a good # defense. — playing pool,,
"if you're nervous about tomorrow's # origin game, just remember, if it's a decider next year it will again be the'biggest game of all time '","fear,optimism",
"' first they # ignore you, then they # laugh at you, then they # fight you, then you # win'# gandhi","anticipation,optimism,trust",joy
@ kristeen _ battle your avi♥♥♥a - one # smile # hairstyle # pretty,"joy,love,optimism",joy
@ goldingbf genuine refugees are terrified of authority figures. they wouldn't provoke them like this mob.,"anger,fear",fear
i know my moods are dreadful when i sleep for 14 hours naturally would rather be sleeping right now to be honest though,"anger,disgust,sadness",sadness
@ rockynh72 @ addybryne @ cnn sorry if you ’ re upset. who ’ s your champions btw? who ’ s your main draw? biggest star? : face _ with _ tears _ of _ joy :,"anticipation,joy,sadness,surprise,trust",sadness
you can clearly appreciate the sub - harmonics in both... - one : hundred _ points : : face _ with _ tears _ of _ joy : : face _ with _ tears _ of _ joy : : face _ with _ tears _ of _ joy : : thumbs _ up _ dark _ skin _ tone :,joy,joy
@ jacksfilms the emoji movie doesnt have a midnight premiere where i live this is an attack # emojimovie # midnightpremeire # outrage,"anger,disgust",anger
@ abc we miss james comey.... he seemed to bring some order to the horrific chaos. we pray for you dear american friends... and trump voters!,"fear,pessimism,sadness",sadness
the lack of humanity iv seen today is sickening : angry _ face :,"anger,disgust,sadness",anger
@ tarabrazil2 guess who got a ghd now : grinning _ face _ with _ big _ eyes : : grinning _ face _ with _ big _ eyes : no need to dread coming up and getting ready in mine with my boots straighter,joy,joy
@ huffpostuk as comical as this i really do despair for this country.,"anticipation,joy,sadness",sadness
should i be flattered that locals keep asking if im swedish? # swedish # beautiful # europe,"joy,love,surprise",
"dear fellow # humans do not fall in # despair! soon we'll # drink # beer in # satanists skulls, # celebrating # end of # kakocracy : dolphin :","anticipation,joy,optimism",joy
i'm so sorry for so many things i never say it my burden to bear so tired of talking even dreams grow stale madness a relief to my # despair?,"pessimism,sadness",sadness
"im trying to stop being a bitter, easily annoyed bitch. lets see how this goes","anger,optimism",anger
@ terrajole is a bully. plain and simple.,"anger,disgust",anger
"@ flaminggrillby'my own mistakes?'grisk asked - well, more of a growl'my mistakes meant that i could / learn / from them and improve! '",optimism,
skyq is : ok _ hand _ mediumlight _ skin _ tone : but it's about time @ skyuk sorted there internet out! # dreadful,"anger,disgust,pessimism",disgust
"# amazonprimeday2017 is basically my new favorite holiday. gps watch, food storage, pet toys, books acquired! @ amazon # happy # shopping","joy,love,optimism",joy
bitch do not offend me.,"anger,disgust",anger
majka didn't start : (,sadness,
"idiot, @ realdonaldtrump, says dumb stuff about his idiot son. # shocking # theappledoesntfallfarfromthetree","anger,disgust",anger
sam all she fuckin said was about you meeting her rents on friday which was going to happen anyway you dick # cbb # cbbfinal # arsehole,"anger,disgust",anger
my soon to be ex wife needs to learn to chill out & amp ; smile,"anger,disgust,joy,optimism",joy
"@ dvatw trot on dai bach, however having read your timeline i dread to think what your # fantasy could be...","disgust,fear,pessimism",fear
"we may always rejoice, if we will only keep our head a little raised above the flood of human things. - st. john chrysostom # quotes # joy","joy,optimism",joy
@ blackpilledpete mccain is revolting,"anger,disgust",anger
"@ call _ me _ salome i really, really hope my kidney holds up","anticipation,fear,trust",optimism
real happiness comes from the person who you truly love the most.. : smiling _ face _ with _ hearteyes : # 071117,"joy,love,optimism",joy
@ tracymcmillan saw your insta about # anger. 1 ) helpful perspectives! 2 ) thank you 3 ) i'm not an angry person : how to talk to angry people?,"anger,disgust,joy,optimism",anger
nothing better than a clear head # smiles all round,"joy,love,optimism",joy
"@ toddwestervelt psalm 109 : 17 as he loved # cursing, so let it come to him ; as he did not # delight in # blessing, so let it be far from [ 1 / 2 ]","anticipation,joy,optimism,trust",joy
"do you ever fall asleep before you set your alarm, but then the lord wakes you up on time anyways : raising _ hands _ light _ skin _ tone : # wonthedoit","joy,optimism",joy
nothing fuels my daily anger and hatred like a bus driver who stops at a yellow light,"anger,disgust",anger
"@ markaw214 @ appleofeden _ 3 @ jjasq @ xxplwxx ring a ring of roses isto do with the plague, im sure that will offend someone","anger,anticipation",fear
fear is worse then aversion to risk. got to do what you got to do. # beautiful # life,"fear,joy,optimism",optimism
"@ camiiasvibe happy birthday girly. hope you have an amazing day, and i wish you a year of happiness and success : revolving _ hearts :","joy,love,optimism",joy
@ waglenikhil don't worry we will take revenge u plan to run naked first.. when r u doing it... we are showing ur hypocrisy,"anger,disgust",anger
why am i listening to trump when # bachelorinparadise is suppose to be on... get this crap off my tv! # ugh,"anger,disgust",anger
' anger is a loaded weapon... be careful where you point it.'~ @ fsonnenberg # anger,"anger,disgust,optimism",anger
"who is terrorist? a person who uses unlawful violence and intimidation, especially against civilians, in the pursuit of political aims.","anger,disgust,fear",anger
"@ redolent0fgrief — know what else to use to make you stop sulking.. ” he sighed heavily, before putting on a weary expression.","disgust,sadness",sadness
@ aena _ lene i want to snatch that beanie : upsidedown _ face : tbh i'm kinda scared as well : face _ with _ tears _ of _ joy :,"fear,joy",fear
it's hard to get me mad but when i'm mad i hold a grudge,"anger,anticipation,disgust",anger
# ukvi why are you so difficult to access? and why on earth am i being charged exorbitant amounts to understand about my visa status?! # crap,"anger,disgust",anger
@ itsjohnjosh yessss!!! i'm so glad : smiling _ face _ with _ smiling _ eyes :,"joy,optimism",joy
@ shaftesbury _ lrc genius! love the poster : grinning _ face _ with _ big _ eyes :. the # excitement is on for next monday : grinning _ face _ with _ big _ eyes :,"joy,love,optimism",joy
i am # extremely # talented and had # manyexperiences people wouldn't # wish # for and # dread yet had amazing moments too... # life # psychic,"joy,optimism",joy
i miss my boys so much : loudly _ crying _ face : rest well babies @ bts _ twt : kissing _ face _ with _ closed _ eyes :,"anticipation,joy,sadness",sadness
trump's a magician. but the prestige keeps being nothingburgers again and the idiots keep foaming at the mouth in packs over it..,"anger,disgust",anger
"@ fairtradeuknews @ adamawine wishing you a joyful day with great food, wine and company : ok _ hand :","joy,optimism",joy
@ katymilligan @ limerickarts @ creativeirl @ limerick _ ie btw - lunch is included in the ticket price # yummy # food,"joy,love,optimism",joy
that eclipse sucked # dissapointed,"anger,disgust,sadness",
@ myouimina u r but idk to what extent u can go with teasing me : grinning _ face _ with _ big _ eyes : u love it too much.,joy,joy
"hello everyone! it's 6 : 30 in the # morning, the # sun is just rising in # dominicanrepublic, hope you have a great # day # today! keep.","joy,optimism",joy
"@ xsynyt no offense but one of my friend watches you and calls you his'synpie'which i have no idea why but, he watches your videos","anticipation,joy",anger
so tired. all these freshies and all i'm unhappy at are these volunteers.,"anger,disgust,sadness",sadness
see a truetwit who's smiling so brightly. well we reckon we're cool and we reckon rightly!!,"joy,optimism",joy
@ graysondolan happy tuesday gray # excited,"anticipation,joy,love,optimism",joy
i start my day thanking my stars. then i see my colleague walk away early ( notice period - honeymoon scenes ) and i wonder'why god why! ',"disgust,pessimism,sadness",
@ skyscanner horrified to learn that i cant change / exchange by flight to lisbon 6 weeks before departure!!!! # omegaflightstore £200,"anger,disgust",anger
@ tweetheart2017 @ s _ cala @ tooda @ donaldjtrumpjr @ jamesesmithjr34 being # gay is not an # insult,"anger,disgust",anger
@ justmpumi i understand where the question is coming from. : grinning _ face _ with _ smiling _ eyes : : grinning _ face _ with _ smiling _ eyes :. uyakhumbula ngathi they'll never go to kwandebele. uyakhumbula? : grinning _ face _ with _ smiling _ eyes :,anticipation,
"it's not length, it's a # gnawing # sense of # dread.","fear,pessimism,sadness",fear
@ vickis72 _ vicki # sorrow of the # world produces # death. [ 2 / 2 ],"fear,pessimism,sadness",sadness
happy birthday bb! i hope u had an amazing birthday : party _ popper : @ ultsdonghan,"joy,love,optimism",joy
@ marcmero happy anniversary!! have a great day!!,"joy,love",joy
@ independent he will be jeered even more by next year. doesn't seem to get it that every last european including brits think he is dreadful,"anger,disgust",anger
"do what makes you happy, be with who makes you smile, laugh as much as you breathe, and love as long as you live! # f4f","joy,love,optimism",joy
bus model and industry make huge diff to value - soft cos cost structure scales diff than hard co. need to know when raising # vc # start,,
day 10!!!! # milestone # sober slept 12 hours last night rather than my usual 6 my body made me had no choice.,sadness,
feeling # grateful for the @ davidlynchfoundation. la for teaching us how to meditate. happy # wellnesswednesday! # justbreathe # foreverwellness,"joy,love,optimism",joy
@ bachparadise # demario was a player but even an allegation of # sexualassault will ruin a life. be damned sure it's true. # heartbreaking,sadness,sadness
"there's no pine in it, there's no apple in it, let's call it pineapple # funny","joy,love,optimism,surprise",joy
@ kokukokuboo it's kay. they were my main healer / caster in hw... but not for sb ( for now ) sadly.,"pessimism,sadness",sadness
@ stefanmolyneux i haven't read the constitution and i don't know you're canadian. # sad,"disgust,sadness",sadness
# miamibryce asks buck about dak prescott live during asg. and dc sports talk radio producers get to take the rest of the night off. # outrage,"anger,disgust",anger
"what an amazing statement, really clears things up. @ realdonaldtrump # believeme # tremendous # maga # russia","joy,optimism",joy
@ benwillisuk @ mushenska @ ceciliacw @ orionbooks it's excellent! # grippedbyfear # fearful # fearsome # fearfearfear,"fear,joy",fear
good insights on the gap between research optimism and research experience from david smith # solentconf17,"joy,optimism",optimism
oh nooo... sometimes do feel not to talk to someone sitting beside me... # life # feeling,"anger,disgust,fear,pessimism,sadness",sadness
"| | : i'll stay offline today. most likely. and theo, don't hesitate to @ me anytime",,optimism
"@ periodlivingmag even if you have a # small # space, you can ave a # great one! these # tiny # bathrooms definitely prove it! ~ jmk","joy,optimism",joy
@ roguepotusstaff maybe don jr isn't dumb but wants to take revenge on his dad?,"anger,surprise",anger
then i frown,"anger,anticipation,disgust,pessimism,sadness",sadness
idk why i been so bad at talking to ppl lately : weary _ face : like something is literally holding me back but i can ’ t pinpoint what it is : disappointed _ face :,"fear,pessimism,sadness",sadness
just because you're having a shit time doesn't mean that others have to pussyfoot around you & amp ; make their # anxiety worse..... : pouting _ face : : pouting _ face : : pouting _ face :,"anger,fear,sadness",fear
i am so ready for an # adventure starting to get # bored and # restless need a buddy to # explore with someone who likes to do new things,"joy,optimism,sadness,surprise",joy
@ dansgaming yes!! i love making my own coffee drinks at home! # super!!,"joy,love",joy
happy # worldfringeday i can't think of a more appropriate year to perform at the @ edfringe for the first time with @ cultureclashuk,"anticipation,joy,optimism,trust",joy
@ laceupboxing max £1 bet # crap,"anger,disgust",anger
@ janclydecespino at one point this is what i wanted rba sa? hahaha pero di jud oy di jud what if ga humss ta? : loudly _ crying _ face :,"disgust,sadness",
@ hugnkiss ugh you just set me back like five more years on it now,"anger,sadness",anger
fear is an illusion - michael jordan # wednesdaywisdom # illusion,fear,fear
@ nwg83 i keep expecting it to happen. : worried _ face :,"anticipation,optimism,sadness",fear
@ sailorm318 @ landonvegaxxx where's the picture? : anxious _ face _ with _ sweat :,"anger,anticipation,disgust,surprise",fear
anyone else find it really difficult to stop yourself from making a really petty tweet when ur absolutely raging about something? : grimacing _ face :,"anger,disgust",anger
@ arquipimp : face _ with _ tears _ of _ joy : : face _ with _ tears _ of _ joy : : face _ with _ tears _ of _ joy : : face _ with _ tears _ of _ joy : u mean overprice english clubs real madrid see bayern as no threat then look : face _ with _ tears _ of _ joy :,"anger,anticipation,surprise",
@ greateranglia bought a ticket from harlow t to heathrow from ticket machine and it was not accepted by heathrow express # fuming,"anger,disgust",anger
"' # thexfactor returns next week'exclaims the'trend'notification. oh deep fucking joy, exclaims i. # dreadful # pastitsselldate # quitit : zzz :","anger,anticipation,joy,optimism",
"difficulties are meant to rouse, not discourage. the human spirit is to grow strong by conflict. william ellery channing","optimism,sadness,trust",optimism
i'm so proud of myself for having a productive morning : sad _ but _ relieved _ face :,"joy,optimism,trust",joy
@ albinomitemm4 i'll be cheering you on from the bench,joy,joy
"' hello, world'program's finally ready for github : smiling _ face _ with _ smiling _ eyes :","anticipation,joy,optimism,trust",joy
every attack on innocent life is a proof that we are slowly becoming inhuman and it hardly bothers anyone.... sad! # amarnathterrorattack,"anger,disgust,pessimism,sadness",sadness
"@ simoncrow @ jeremyhagon i've never had someone i've never even met, infuriate me so.","anger,disgust",anger
@ england _ netball @ netballsw please vote for the south west nominees to give us a chance # humbled # southwestnetballfamily,"anticipation,joy,love,optimism",joy
i just broke my glasses too! bith pairs are made # desolate.,"anger,disgust,pessimism,sadness",sadness
@ slpng _ giants _ ca @ epcor so happy to hear @ epcor has chosen not to fund # hatred and # racism and # misogyny. # respect! # waterandwires,"joy,optimism,trust",anger
@ irregularchoice.. about 6 / 7 of the rose gold balls have come off : loudly _ crying _ face : # devastated,"anger,pessimism,sadness",sadness
"once she said you are my world, now she is saying not only you exist in the earth. # pain # heartbreaking",sadness,sadness
tmr is the most important day to determine my future..... i am really nervous xxx,fear,fear
@ jack _ septic _ eye you do know when most people refer to the hair as “ lawn ” they mean down there right?? : rolling _ on _ the _ floor _ laughing :,"disgust,sadness,surprise",joy
@ mumsnet _ madness i am furious that these passive smokers are huffing all my cig smoke without contributing to the cost of a packet # outrage,"anger,disgust",anger
people look the other way rather than to stick to what is right and just. # sadthought # dismayed,sadness,sadness
"i wore shorts today because it was boiling yesterday, it's going to rain. you are welcome.",,joy
about to watch the eclipse in astral valley with the longest time in totality across the country # thankful,"anticipation,joy,optimism,surprise,trust",joy
"@ pinkbelgium ya, writes horror so everything today in the world looks normal to this dark individual","anger,disgust",fear
an ignominious end... they changed everything from analog to digital! : face _ screaming _ in _ fear : ikr? everyone who still had an analog phone * had * to,"disgust,sadness",anger
just asked someone for help and to low key be my mentor # adulthood # anxiety,"disgust,fear,sadness",fear
. @ bitbucket why did you change the blue color of # bitbucket into black? # emo # dark,"anger,sadness",
shocking business by real madrid and bayern doing great business as usual. getting a world class player in his peak on loan is brilliant.,"joy,optimism,surprise",joy
@ ruckmefunning i'd hope she has bigger things to fret over lol,"joy,optimism,trust",joy
"fast and furious films never fail to make me cry. it's clearly nonsensical action, but the epicness and emotional moments always get me.","joy,love,optimism,trust",sadness
absolutely love @ unqualified but can't listen to it during my commute on the subway because i burst out laughing and people stare!,"joy,love",joy
@ turabelamedi wayyyyy wayy wayyyy!! : grinning _ face _ with _ smiling _ eyes :,"joy,optimism",joy
are people becoming more annoying or am i becoming more angry?! : weary _ face : : unamused _ face : : confused _ face : # introvertproblems,"anger,disgust",anger
@ annie _ hawthorne just one? : grinning _ face _ with _ smiling _ eyes : cress and thorne from the lunar chronicles. good character arcs + absolutely adorable.,joy,joy
man i am too old for mosh pits : anguished _ face :,"anger,disgust,sadness",sadness
"thank you, @ realdonaldtrump, for using the afghanistan policy of # 44... he was pretty smart! p. s. do not look directly at the sun! # bad","disgust,optimism",anger
@ mizuvera i hope didn't scare other people who owned this figure that he will move at midnight : face _ with _ tears _ of _ joy :,"fear,optimism,pessimism,trust",joy
"fallen for the temptation that is @ alwayssunny, brilliant show! # hilarious","anticipation,joy,love,optimism,surprise",joy
i feel like it's taken me like 6 months to understand what net neutrality is but like... fucking capitalists i'm,"anger,disgust,sadness",anger
i forgive everyone. it's rare for me to hold a grudge.,"love,optimism",optimism
@ realrobfowler @ batthemusical fourth visit in a row... wow!!! amazing as ever... can't believe i can't go again... # whatpart... # brilliant : bat :,joy,joy
preload on @ callofduty ww2 begins and ive entered preorder code but still have'nt received the beta start email!! # callofduty # upset # gaming,"anger,disgust,sadness",anger
it is more shameful to distrust our friends than to be deceived by them. - de la rochefoucauld # aldubersaryin5days @ lynieg88,"anger,disgust,sadness",
@ theswissk joey trying to provoke tweet storm.,,anger
"we met for a # reason, either you're a # blessing or a # lesson. # rt # relationship","joy,love,optimism",optimism
my morning protein shake. delicious way to assure i start my day the right way with 21 gms of whey protein. # protein # shake # morning,"joy,optimism",joy
# moist people aren't # offended by a little typo.,"disgust,optimism",
@ interstinman @ pandoramusic one nothing else matter enter sandman unforgiving all awesome songs : smiling _ face _ with _ smiling _ eyes :,"joy,love,optimism",joy
fuming with @ stagecoachse always awful customer service given. # fuming # angry # shitservice,"anger,disgust",anger
i find the term'poofter'fucking hilarious,"anger,disgust,joy",joy
2 more weeks! : face _ with _ open _ mouth : : smiling _ face _ with _ smiling _ eyes : # painfree,"joy,optimism",
@ na _ myung @ solshaz hahaha maybe revenge from fasting,"anger,anticipation,joy,optimism,trust",joy
"@ ryanair beyond a joke! so # furious right now you have left my niece, sister and brother inlaw completely in the dark! crap customer service","anger,disgust",anger
"you want to know why i was laughing? it was a # solemn occasion, that's why. and she was always laughing, wasn't she? # vss365",joy,joy
"never stay silent or let anyone intimidate you into silence. lets make the world a better, safer place for kids # wallofsilence",optimism,optimism
2 hours of kip # class # blessed # happy # smiling,"joy,love,optimism",joy
"casper, wyoming is just about to witness totality : full _ moon _ face : : new _ moon _ face : # amazing # eclipse2017","joy,surprise",
thousands of pickled certified ostrogoths! # angry,"anger,disgust",anger
thank god for grace,"joy,love,optimism",joy
@ haimtheband so sad!! i want this but i live in italy! not fair,"anger,sadness",sadness
@ bera _ jade @ einnor _ go ahead & amp ; # coon. would love to see you get hit by a man. i bet you wouldn't find it funny # blackhatematters,"anger,disgust",joy
why am i awake? i wanted to sleep another hour : face _ with _ steam _ from _ nose :,"anger,disgust,pessimism,sadness",sadness
# gh jason & amp ; sonny are hearing a little more of what sam went through # heartbreaking @ kellymonaco1 @ lldubs @ mauricebenard # billymiller,"disgust,fear,sadness",sadness
i own lots of roller skate tools... and my new ones have different sizes on every single screw : loudly _ crying _ face : # newskates # cry,"anger,pessimism,sadness",sadness
"on that note, petition to take hpe for. 5 credits so your horrific grade in there matters less. # orufreshmenadvice","anger,disgust",
summertime sadness,"disgust,sadness",sadness
@ thenickcrompton change your name to nick crumpton you filthy obese brit. # serious # halfjoking # britsarentall bad # ilovepyrocynical # so # lol,"anger,sadness",anger
@ lizbilney who even knew that the eu could be vindictive.,"anger,disgust,surprise",anger
be the very best you can be. believe that you can be the best version of you there is. you are the best! # theonlyyou # iinspiredu,"joy,love,optimism",joy
"@ thegrottopod @ bquinnterest 1, 349 for me, but a new day dawns on my child's futon.","optimism,sadness",
my joy is not so light that i will allow mondays shenanigans to take it away. hello tuesday i greet you with a smile,"joy,love,optimism",joy
the beautiful thing is how you be smart strong nice happy,"joy,optimism",joy
